what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561435433
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561439143
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561443978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561451810
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561461759
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1478561462724
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561462823
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561467394
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561468301
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561544766
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1478561549350
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561550145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561551535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561579683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561584039
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561587828
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1478561591961
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561594353
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561595624
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561596406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561599204
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1478561621192
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561621325
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561629624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561631136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561643850
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561645340
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1478561659690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561659974
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1478561667314
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561669819
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561671323
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561690793
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561775373
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561808862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1478561811384
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1478561816119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561820648
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1478561838027
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561838191
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561846576
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561852387
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561861793
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561873485
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1478561874280
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561877421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561879509
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561892721
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561919450
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561921120
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1478561926396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478561949570
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1478561950273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561951100
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561952467
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1478561968374
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561969059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561970735
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478561971519
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478562078646
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1478562127749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478562128447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478562130098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478562151588
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1478562151887
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478562154391
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1478562156677
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1478562157473
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1478562160481
